Periodo,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 339 Otras industrias manufactureras Oaxaca ",0.319424553,0.267428039,0.261809607,0.226756151,0.202622822,0.370397386,0.391771697,0.382330907,0.379278294,0.34211068,0.316499789,0.306788592,0.271909685,0.346010825,0.342605549,0.386649671
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 339 Otras industrias manufactureras Puebla ",1.554997786,1.404582144,1.577140095,1.740786047,1.933308681,1.958744264,1.841622575,2.005893372,1.903548009,1.904676915,1.796459516,1.467202224,1.370426738,1.680922158,1.877647224,1.977243938
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 339 Otras industrias manufactureras Quer�taro ",2.448938665,2.760786209,2.723614107,2.561394816,2.304372582,1.900304471,2.035377693,1.525678056,1.907217664,1.850961483,1.814359163,1.686868956,1.588048228,1.842897283,2.027901659,2.288493771
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 339 Otras industrias manufactureras Quintana Roo ",0.055724631,0.050460179,0.050821079,0.049420372,0.045717791,0.044201837,0.054124712,0.065840048,0.078459957,0.071157644,0.067151805,0.060079062,0.047362717,0.061652665,0.065032413,0.075951335
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 339 Otras industrias manufactureras San Luis Potos� ",1.322169978,1.59691994,1.60334528,1.851205458,2.009431822,1.66575779,1.778746277,1.954390307,1.770611843,1.679146705,1.534171613,1.561516986,1.69807708,1.824082166,1.793458398,1.88535704
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 339 Otras industrias manufactureras Sinaloa ",0.291121451,0.297041681,0.289685585,0.27612998,0.286091883,0.268008812,0.254234603,0.260821729,0.237857446,0.26045098,0.254896932,0.262489122,0.260532368,0.340760722,0.349507114,0.373315027
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 339 Otras industrias manufactureras Sonora ",3.607773619,3.438234828,3.652762803,4.220626671,4.413719458,3.349079706,3.506639814,3.929647205,3.923241529,4.345857752,4.173375221,3.856904401,3.690442444,3.405035253,3.342108346,3.124923217
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 339 Otras industrias manufactureras Tabasco ",0.120125786,0.121915451,0.116525345,0.115850152,0.126248484,0.123965159,0.127332453,0.130144219,0.125312543,0.12960761,0.127025144,0.136557795,0.136953744,0.231280295,0.262378816,0.342039123
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 339 Otras industrias manufactureras Tamaulipas ",14.12829036,13.11703753,13.39840203,12.07211262,12.46063548,14.0504631,13.32428712,6.389193759,6.600274536,7.063940876,7.306637326,7.269138966,7.462484704,6.779287753,6.320611896,6.262099243
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 339 Otras industrias manufactureras Tlaxcala ",0.571490655,0.454800827,0.457908157,0.36493221,0.401025963,0.413919007,0.427607465,0.483255072,0.520607756,0.555252673,0.517806469,0.540082228,0.416701374,0.467113426,0.436931474,0.535906287
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 339 Otras industrias manufactureras Veracruz de Ignacio de la Llave ",0.804235433,0.776846282,0.796110123,0.79542892,0.83531543,0.822295071,0.734233093,1.050524733,0.870536929,1.045813448,0.936157103,0.873526762,0.807001812,1.161443981,0.999575967,1.115954844
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 339 Otras industrias manufactureras Yucat�n ",1.20186104,1.194608005,1.207824707,1.146825533,1.157592297,0.875872136,0.864658744,0.785837715,0.762402923,0.799841532,0.770605861,0.765281536,0.736738323,0.78497685,0.776278832,0.737377329
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 339 Otras industrias manufactureras Zacatecas ",0.045138441,0.045056467,0.049888333,0.05109381,0.047286187,0.085721278,0.136395853,0.114949705,0.131872027,0.132586061,0.134248311,0.134281091,0.114022675,0.127572921,0.146307447,0.144171848
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias Total nacional ",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias Aguascalientes ",0.958961889,0.957614768,0.952664011,0.946621289,0.965155103,0.977547412,0.95992762,0.949838889,0.9588575,0.962974485,0.964698547,0.980750477,0.999920526,1.032771771,1.029589364,1.040729203
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias Baja California ",2.886517667,2.884449799,2.922593827,2.902132389,2.892712422,2.841793108,2.783451738,2.784412311,2.808410373,2.805054413,2.82451694,2.799320171,2.81586658,2.88435816,2.893944017,2.854028335
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias Baja California Sur ",0.677997577,0.703523408,0.7530248,0.779674197,0.825140472,0.800841314,0.795516814,0.817971881,0.823158931,0.833742102,0.814195667,0.810203391,0.82038419,0.840066093,0.855761649,0.891453841
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias Campeche ",0.761257616,0.770316988,0.780518648,0.774294503,0.762813955,0.776106469,0.774111119,0.76158334,0.769605295,0.764548423,0.764827121,0.755929474,0.733246705,0.684885035,0.659812927,0.656197545
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias Coahuila de Zaragoza ",2.44620042,2.452940984,2.476907984,2.481117451,2.491989579,2.476650735,2.453519332,2.497929603,2.514278564,2.516363968,2.499156274,2.48190694,2.464168655,2.461710248,2.471381816,2.472608208
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias Colima ",0.584969196,0.577806647,0.583687536,0.589529523,0.599535814,0.600712748,0.609896445,0.620122767,0.622376319,0.625725455,0.619950628,0.631556986,0.621318805,0.621956688,0.634886062,0.63946668
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias Chiapas ",1.922836114,1.907913523,1.916117114,1.856734584,1.886649191,1.851965802,1.899139301,1.850762793,1.85603517,1.834442455,1.843716229,1.872291615,1.798492922,1.782801896,1.744020533,1.696186936
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias Chihuahua ",2.651746722,2.636468902,2.659423051,2.712019227,2.722582601,2.755562023,2.642908313,2.63989116,2.637859253,2.639907922,2.617018967,2.58018637,2.600468138,2.627391746,2.615846159,2.621362657
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias Ciudad de M�xico ",24.55177594,24.67737868,24.39046173,24.39846578,24.18538741,24.24259752,24.3567695,24.1555413,23.8987404,23.89310057,23.94506579,23.9306066,24.24175861,24.09747591,24.12170438,24.1402286
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias Durango ",1.136228094,1.13792291,1.141080772,1.127789824,1.117996786,1.116440484,1.126981052,1.130976366,1.120376254,1.113824737,1.114273915,1.102151805,1.079053816,1.089314137,1.060760842,1.051300209
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias Guanajuato ",3.558650172,3.511809392,3.498142549,3.501223789,3.514348277,3.54801747,3.560702698,3.632813887,3.673345018,3.668523857,3.66693785,3.629526194,3.61130492,3.583477967,3.66051736,3.700008294
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias Guerrero ",1.914076853,1.937473881,1.90669829,1.842339936,1.809754796,1.769112536,1.806045938,1.796999055,1.755057344,1.715066227,1.668051677,1.662714596,1.648310951,1.612631017,1.576925524,1.569182079
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias Hidalgo ",1.390864856,1.373007516,1.360024677,1.365223279,1.353488632,1.380845196,1.364582818,1.399990899,1.418888407,1.413089418,1.453891265,1.479875476,1.502121178,1.5232074,1.520295833,1.531872329
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias Jalisco ",6.570823793,6.564765133,6.543129265,6.524559362,6.514866447,6.54231395,6.554931749,6.550244505,6.532141657,6.537920875,6.539533233,6.555852963,6.445707779,6.614731558,6.568123358,6.617353916
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias M�xico ",9.265781107,9.170288075,9.235636377,9.341885699,9.386524962,9.382196246,9.425618678,9.495821199,9.576258316,9.68909896,9.680224825,9.830246947,9.813322393,9.817160358,9.919280027,9.987972239
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias Michoac�n de Ocampo ",2.646704397,2.594223112,2.596729114,2.578064478,2.529422794,2.523047861,2.599594079,2.562321496,2.546837372,2.532218294,2.528650317,2.571301445,2.555600445,2.558063436,2.578327298,2.570820159
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias Morelos ",1.328291595,1.311452224,1.30585802,1.288568893,1.248728351,1.216264521,1.20402184,1.186420742,1.18604639,1.187789804,1.209403131,1.184974339,1.186203678,1.189414415,1.172034456,1.145082274
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias Nayarit ",0.758463345,0.755290111,0.761972876,0.764383639,0.734397607,0.759333886,0.772207067,0.783301274,0.771513759,0.737531279,0.751053828,0.755397364,0.774708314,0.784684982,0.789772419,0.776336689
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias Nuevo Le�n ",6.557487068,6.649221361,6.677608879,6.816516253,6.999561294,7.04222091,6.888582839,6.978230048,7.070670568,7.150655109,7.146114242,7.196286575,7.247349013,7.335489894,7.436927101,7.465365229
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias Oaxaca ",1.815272492,1.823851508,1.84549433,1.800521467,1.76812002,1.757038106,1.772883781,1.734433746,1.703347573,1.663949048,1.638103249,1.619670226,1.633627175,1.590209855,1.582863512,1.559033731
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias Puebla ",3.313798864,3.289747128,3.260651451,3.245962682,3.256436255,3.213691314,3.21479092,3.243370638,3.251084924,3.243384457,3.260663199,3.236562101,3.17140093,3.166433239,3.152069388,3.151931401
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias Quer�taro ",1.635824152,1.682552395,1.754334041,1.81066611,1.867189565,1.915018395,1.942499662,1.928353415,1.982586052,1.949673527,1.935195683,1.956548253,1.971981902,1.968542176,1.966823858,1.979013276
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias Quintana Roo ",1.65960561,1.726441262,1.703843932,1.725295028,1.893088626,1.950334985,1.859695893,1.899498998,1.924344309,1.954138102,1.988816642,1.989244697,2.021164151,2.054931633,2.113812352,2.154771037
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias San Luis Potos� ",1.842341554,1.854836647,1.864715683,1.868623696,1.872196645,1.851976451,1.83213505,1.823823339,1.828410028,1.800716158,1.801551423,1.795452131,1.78012914,1.773394722,1.762704589,1.782947205
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias Sinaloa ",2.45556147,2.409137822,2.420443497,2.364446989,2.307095739,2.300217345,2.299721453,2.305029911,2.305393227,2.30977212,2.302952898,2.286042027,2.288514058,2.314368278,2.314064026,2.280979791
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias Sonora ",2.490351882,2.48521999,2.494890194,2.457344371,2.4292425,2.432183625,2.460036089,2.495781386,2.517832453,2.526617737,2.531662823,2.522720954,2.508246267,2.519949271,2.452275929,2.449866319
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias Tabasco ",1.605422966,1.601413756,1.630391861,1.631596437,1.620503423,1.632180318,1.634202709,1.613291885,1.624688166,1.637161848,1.656517335,1.635335921,1.62109638,1.558193291,1.502602272,1.463680135
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias Tamaulipas ",2.889546013,2.862871131,2.880851635,2.845332638,2.8310514,2.793147449,2.755148036,2.742032771,2.759019876,2.742985161,2.753489827,2.699816269,2.698524581,2.705507644,2.672746836,2.641131528
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias Tlaxcala ",0.578370708,0.569513019,0.563540391,0.574894399,0.563108276,0.574087155,0.582595138,0.570590903,0.569156459,0.55910431,0.563923613,0.55246864,0.547837273,0.537134121,0.52798817,0.517377287
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias Veracruz de Ignacio de la Llave ",4.831537168,4.813595954,4.78524868,4.773843815,4.752699133,4.676384227,4.740028879,4.732963571,4.693828161,4.682367958,4.5846559,4.569336374,4.488907653,4.355105962,4.324025445,4.275106171
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias Yucat�n ",1.508306566,1.51576607,1.536486524,1.51636901,1.505193993,1.512750016,1.519335102,1.504923492,1.496212537,1.511401514,1.534093636,1.52454405,1.514881564,1.527155549,1.533667796,1.549198632
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > Total actividades terciarias Zacatecas ",0.804426139,0.791185908,0.796828258,0.79395926,0.793017932,0.787420421,0.808418347,0.810732428,0.803639346,0.797149709,0.797093332,0.80117863,0.794381308,0.78748155,0.784444696,0.767408065
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > 43 Comercio al por mayor Total nacional ",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > 43 Comercio al por mayor Aguascalientes ",1.196578158,1.19237401,1.202417723,1.17367241,1.216645896,1.192507885,1.145690821,1.114811589,1.16713278,1.160236798,1.215326407,1.27984329,1.402576839,1.513464086,1.512043815,1.500155755
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > 43 Comercio al por mayor Baja California ",3.696436854,3.715248517,3.736078246,3.751377367,3.750975511,3.508948482,3.306018859,3.201886478,3.228731688,3.135829767,3.218994869,3.191235229,3.179654967,3.351657597,3.412230223,3.455702884
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > 43 Comercio al por mayor Baja California Sur ",0.873165686,0.8326968,0.832957778,0.87051582,0.937480511,0.884235979,0.805273281,0.815681139,0.800569655,0.805747669,0.75971192,0.811666028,0.813763305,0.804810817,0.818384976,0.907541413
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > 43 Comercio al por mayor Campeche ",0.448754454,0.47286912,0.479075805,0.476583032,0.459627404,0.471759524,0.482110193,0.480394446,0.500817796,0.526849623,0.566247996,0.526554919,0.557893416,0.516367276,0.539736897,0.584065955
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > 43 Comercio al por mayor Coahuila de Zaragoza ",2.125241146,2.145944008,2.19177241,2.132662361,2.106507124,2.142624928,2.127999861,2.199553606,2.273043635,2.293401515,2.31271952,2.373322963,2.334522307,2.262243178,2.205184032,2.147829338
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > 43 Comercio al por mayor Colima ",0.505253533,0.476901084,0.483908383,0.501721667,0.500470553,0.490413504,0.534733255,0.552161523,0.585232528,0.589785485,0.560799887,0.543878071,0.553664833,0.526733579,0.569477157,0.58125004
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > 43 Comercio al por mayor Chiapas ",1.504504283,1.569623594,1.621520185,1.653021721,1.669882208,1.686157684,1.711060095,1.654476403,1.674894939,1.764998069,1.687493301,1.753884442,1.76545115,1.666469957,1.624947334,1.57369368
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > 43 Comercio al por mayor Chihuahua ",3.444929154,3.286263726,3.339174816,3.295809412,3.330504783,3.356180469,3.212909376,3.171151506,3.108925453,3.070208542,3.04082352,3.067335311,3.118391422,3.270118483,3.160141958,3.094063102
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > 43 Comercio al por mayor Ciudad de M�xico ",21.43341598,21.55224119,21.00345157,21.39925725,20.98625395,21.25012782,21.02441261,21.28032542,20.92993596,20.35808671,19.60438076,19.27762815,18.59072419,17.47127864,17.35129949,16.91113027
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > 43 Comercio al por mayor Durango ",1.335599897,1.361007488,1.378900946,1.324881458,1.333611707,1.341692963,1.362813794,1.403231273,1.304648212,1.251861057,1.202991258,1.144747264,1.139515809,1.178507169,1.101892499,1.096558295
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > 43 Comercio al por mayor Guanajuato ",4.629712262,4.552311685,4.410798217,4.400860064,4.433977336,4.401929204,4.464697387,4.503681504,4.583098456,4.602303249,4.651980515,4.46514739,4.380453327,4.25566918,4.642261996,5.116733971
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > 43 Comercio al por mayor Guerrero ",2.068370872,2.058538327,2.052096486,1.924663637,1.852306738,1.763766391,1.807773754,1.751398309,1.665888071,1.554191909,1.389336596,1.269589272,1.27332203,1.223719959,1.232905635,1.378243876
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > 43 Comercio al por mayor Hidalgo ",1.202138931,1.172109567,1.135459926,1.128368863,1.125431087,1.164461349,1.228770351,1.251149768,1.282880109,1.321245528,1.349999132,1.406860852,1.364227021,1.435858156,1.491124066,1.484902077
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > 43 Comercio al por mayor Jalisco ",7.645142145,7.611476935,7.577570844,7.668848145,7.811211013,7.849804488,7.992514015,8.006072736,8.079606611,8.229799017,8.189155445,8.441994181,8.477280519,8.749133479,8.591896955,8.944666494
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > 43 Comercio al por mayor M�xico ",8.569130175,8.473545624,8.617610059,8.550126321,8.627528042,8.656549586,9.015795888,8.795913797,8.852718919,9.189968367,9.839541979,10.08741033,10.97261188,11.78079736,12.09053933,12.1341011
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > 43 Comercio al por mayor Michoac�n de Ocampo ",2.719097461,2.647028075,2.692591451,2.619310222,2.657295731,2.651069827,2.788222809,2.806277934,2.815559498,2.818848426,2.832344254,2.955969242,2.871072752,2.931992176,3.210585994,3.177035769
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > 43 Comercio al por mayor Morelos ",1.066960913,1.082616961,1.107479224,1.029007438,0.985207005,0.952630578,0.937193687,0.928581101,0.935512909,0.967108838,0.984571332,0.942054026,0.942216769,0.982717058,0.970171126,0.974694776
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > 43 Comercio al por mayor Nayarit ",0.458582874,0.456027045,0.464631936,0.468095626,0.477866579,0.493537518,0.529779671,0.524420403,0.512906182,0.514528773,0.497979852,0.506795191,0.509398703,0.519566314,0.543959045,0.525681191
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > 43 Comercio al por mayor Nuevo Le�n ",6.992729774,7.198060487,7.216301659,7.331465906,7.498766122,7.558311599,7.296903228,7.729482909,7.910800292,7.978224669,8.252462428,8.504014539,8.254437668,8.08890809,8.021150715,7.963674822
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > 43 Comercio al por mayor Oaxaca ",1.883758714,1.916079152,1.935879455,1.866199783,1.811037284,1.769231683,1.680300468,1.605720678,1.592307273,1.614525082,1.520069296,1.375382016,1.339351299,1.293910995,1.283786271,1.243500651
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > 43 Comercio al por mayor Puebla ",3.001673741,2.916278999,2.857434987,2.860781186,2.883337551,2.892048417,2.91799272,2.858440782,2.85888882,2.856186643,2.954946167,2.984028406,2.907620662,2.845688798,2.880006266,2.856516176
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > 43 Comercio al por mayor Quer�taro ",1.951287722,2.045687909,2.141459044,2.175116628,2.287253661,2.313032691,2.332266654,2.38613202,2.525416841,2.618210399,2.532060039,2.58663471,2.710466058,2.620251814,2.537161812,2.535173526
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > 43 Comercio al por mayor Quintana Roo ",1.000109334,1.054314121,1.092112576,1.120082328,1.134321317,1.165852438,1.142614293,1.031255256,1.006234142,1.011613131,0.985764342,0.975283299,0.935931229,0.968012211,1.023482599,1.114386407
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > 43 Comercio al por mayor San Luis Potos� ",1.768237998,1.766796319,1.791300304,1.807957525,1.843324558,1.876741466,1.814708977,1.818216295,1.820598198,1.839716817,1.840184482,1.766586794,1.662522561,1.606024544,1.641211089,1.78223397
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades terciarias > 43 Comercio al por mayor Sinaloa ",3.019854224,2.998964461,2.919103063,2.855297248,2.864386517,2.956214393,3.001156985,2.947078253,2.844967541,2.824134366,2.811272023,2.773941079,2.695715316,2.804331248,2.868846579,2.837685178
