Periodo,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Tlaxcala ",0.812034227,0.845305126,0.77113268,0.814491519,0.801818089,0.771889431,0.732562946,0.753052332,0.784166418,0.784929177,0.72938546,0.551098959,0.542496868,0.584047304,0.590361776,0.61340449
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Veracruz de Ignacio de la Llave ",7.245220199,7.626995838,7.903328522,7.876388178,8.047877569,8.197354222,7.62554709,6.904170979,7.390221653,7.41734113,7.52530358,7.140491118,7.160783687,7.426094426,7.173579115,7.010599099
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Yucat�n ",1.956428534,2.09077608,2.127744102,2.301142257,2.329155546,2.369545842,2.47505887,2.451501535,2.536359887,2.406513972,2.441348309,2.583705447,2.844878802,3.295481911,3.515676348,3.411798863
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 311 Industria alimentaria Zacatecas ",0.324809775,0.335588027,0.33271391,0.340453911,0.353646168,0.362329067,0.398071698,0.413555714,0.40395155,0.401087503,0.398478238,0.401590564,0.37605857,0.356323233,0.352456732,0.342262214
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Total nacional ",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Aguascalientes ",0.331125647,0.37843075,0.361890175,0.408356815,0.43491044,0.425569684,0.435002454,0.440362941,0.46547081,0.490602847,0.545317044,0.499123528,0.461905335,0.424204118,0.412678863,0.405438585
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Baja California ",2.483143488,2.681139092,2.52886121,2.572229727,2.58621832,2.5439311,2.295437881,2.232353017,2.288522946,2.567599317,2.634495086,2.248222873,2.129065219,2.206573123,2.254592023,2.202407291
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Baja California Sur ",0.166084431,0.152514648,0.13928734,0.124852161,0.118938859,0.109017074,0.105336371,0.10466491,0.112225361,0.130808994,0.180821305,0.195948653,0.22760998,0.237492609,0.236874405,0.225204257
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Campeche ",0.52294458,0.498630628,0.492646433,0.429875271,0.428351996,0.424957619,0.416141096,0.358721118,0.361703814,0.284652266,0.26651086,0.185481039,0.219579064,0.224482691,0.201408358,0.179571637
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Coahuila de Zaragoza ",2.730453907,2.764789913,2.159658557,2.354353546,2.362009882,2.298087421,2.257429951,2.299674624,4.917868307,5.43383335,5.352735918,5.109952584,4.683366216,6.129813511,7.214286,7.521625542
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Colima ",0.026300281,0.02812063,0.031047418,0.029741552,0.031112699,0.031971881,0.032580329,0.032057084,0.03452211,0.034431339,0.035912597,0.034839874,0.036242888,0.037924217,0.028872811,0.022929115
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Chiapas ",0.785522583,0.80438705,0.858874941,0.736728778,0.582292641,0.605468798,0.758431794,0.794478184,0.729042992,0.628735876,0.681075127,1.068477846,1.238978389,1.240108512,1.225133968,1.202131217
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Chihuahua ",2.553436402,2.455985803,2.344957391,2.458705571,1.908201606,1.785426028,1.597332823,1.2315629,1.053693571,1.408574718,1.469188568,1.282960308,1.03656435,0.810624989,0.828051545,1.081364145
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Ciudad de M�xico ",9.22933373,8.993061086,10.02933846,9.816983154,9.097104476,9.303938667,9.692328062,10.41941368,9.888362727,9.884541237,9.826903566,8.110216304,6.885597149,6.181379474,6.008747023,6.037636158
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Durango ",0.311593102,0.330888248,0.26139862,0.237938053,0.243633918,0.23788761,0.227340739,0.224471951,0.242498478,0.274944455,0.308442636,0.28826678,0.306469152,0.27808447,0.271117613,0.273875831
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Guanajuato ",1.906633139,2.08925689,1.789561004,1.716924669,1.754380699,1.892461619,1.968310052,2.074172329,2.350920113,1.53166164,1.349946966,3.84890594,6.113291855,5.869411304,5.82736282,5.516865158
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Guerrero ",0.369776271,0.361914709,0.535131427,0.491535194,0.453092243,0.421102075,0.419213352,0.379417672,0.404632603,0.394721071,0.398179582,0.375835672,0.28819479,0.261663321,0.243774276,0.225970033
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Hidalgo ",0.852296762,0.855204746,0.820422557,0.874569354,0.880737785,0.72966384,1.098579509,1.049060576,1.141527402,1.12966768,1.016721509,0.823696764,0.761876163,0.873218394,0.8985828,0.883466888
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Jalisco ",16.51704341,16.91486616,18.35262238,18.55954681,18.7157346,20.28723378,19.86276471,20.32430006,19.03076649,21.15095608,22.74717501,22.68880009,22.73700352,22.44644851,22.5416403,22.34977709
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco M�xico ",9.655329858,8.958732666,11.41902534,12.22748045,12.21847941,11.65105,11.7219879,12.43470772,12.65052145,12.84491369,14.50133649,10.12490689,6.465390592,6.13437092,5.911400728,5.64028594
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Michoac�n de Ocampo ",0.677667372,0.961074425,0.498908155,0.461838758,0.43132868,0.396008967,0.408849526,0.400280181,0.431008748,0.421053796,0.424292145,0.529901717,0.681070019,0.666510041,0.644781977,0.642914704
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Morelos ",0.675576244,0.645811822,0.567968642,0.546876539,0.422948623,0.446389931,0.44861912,0.458236665,0.458677818,0.388044125,0.345743141,0.47205396,0.604498469,0.557475773,0.535148789,0.52717996
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Nayarit ",0.628142883,0.625684235,0.702819169,0.661524553,0.733303698,0.699405277,0.720596699,0.697923108,0.790210321,0.801349905,0.837552441,0.767214814,0.657188215,0.641225536,0.675912669,0.661865904
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Nuevo Le�n ",21.33256429,20.49221639,17.77988466,17.3108262,16.6294476,16.11312316,15.94970813,15.6140944,14.73524628,13.13565214,12.66012361,13.10020728,13.78943316,15.00934964,15.03056074,14.79279093
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Oaxaca ",4.180848039,4.215220752,4.54967431,5.076560709,5.9973574,5.463857733,5.648023217,3.371474353,3.627918179,3.312712555,3.702622965,3.818317864,4.152725005,4.271974532,3.828174365,3.935826565
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Puebla ",1.750830479,1.941821425,1.974489033,1.75044625,1.684140845,1.809068574,1.778912914,1.501878888,1.447127657,1.405691357,1.336988979,1.085188435,1.05433422,0.956865287,0.852375958,0.809216612
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Quer�taro ",2.025904498,2.320293215,2.22558647,1.981010345,2.045608042,2.037637653,1.822146158,1.70695834,1.911814806,1.818634679,1.390174964,1.63013976,1.8207986,1.808396462,1.875677946,1.773508261
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Quintana Roo ",0.247657218,0.257905226,0.225188193,0.239992417,0.249020528,0.307450466,0.31298026,0.30760974,0.313682372,0.282360402,0.264611965,0.23118519,0.217128282,0.189513772,0.177971212,0.175897088
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco San Luis Potos� ",1.170126595,1.135261915,1.070244014,0.920728094,0.907829684,0.907731398,0.866813295,0.912529707,0.97108009,0.943635271,0.991452736,0.96068486,0.987094071,0.926091826,0.948653346,0.955537646
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Sinaloa ",1.873452342,1.603623544,1.700015473,1.629906642,1.564413312,1.423161766,1.317742807,1.323634011,1.315522089,1.383111449,1.392894824,1.276605124,1.186494809,1.125117291,1.140583157,1.114804425
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Sonora ",2.569558293,2.740679634,2.653526163,2.617656147,2.965610282,2.789286363,2.845777038,2.96223568,2.95921173,2.929978559,2.950203442,2.823013974,3.019079686,2.748340854,2.732581367,2.786417291
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Tabasco ",1.027435542,0.981382232,0.895001444,0.794035867,0.883937182,0.867148106,0.960162133,1.233733702,1.207194509,1.207465813,1.055453364,2.029900999,2.924730758,2.811685467,2.754043251,2.521327861
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Tamaulipas ",1.875361142,2.022710948,1.929408405,1.957648601,2.006058611,1.917132774,1.878277607,1.904608301,2.034665571,2.303855498,1.129099405,1.858995002,2.436395216,2.502120779,2.401556304,2.339514267
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Tlaxcala ",1.358705924,1.945553415,1.147453646,1.226405377,1.048269481,1.233804242,1.12233834,1.132912528,0.915554205,0.649207742,0.617539834,1.307979379,1.519238519,1.468064028,1.436360756,1.315939149
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Veracruz de Ignacio de la Llave ",4.913135673,4.446669264,3.600334961,3.343168903,3.867866566,3.96739658,3.816988907,3.981981776,4.13438941,4.25242601,3.721545645,4.074200506,4.15318171,4.323066149,4.350701305,4.186309692
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Yucat�n ",0.844477354,0.791929537,0.741443681,0.72624991,0.731889194,0.724198535,0.731523979,0.841946391,0.838346538,0.812109513,0.752197162,0.722033829,0.688145198,0.657211709,1.064324998,1.394658614
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Zacatecas ",4.407538527,4.604239005,5.613330329,5.715303574,6.015770696,6.149431274,6.482322837,7.248543465,6.2360705,5.762066625,5.112741109,6.426742169,6.517329401,5.981190685,5.44606833,6.29774215
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles, excepto prendas de vestir Total nacional ",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles, excepto prendas de vestir Aguascalientes ",2.677782187,2.386408044,2.706467,2.46009592,2.421782134,2.233820208,2.04938966,2.202127144,1.694104687,1.792794515,2.197818835,1.993441514,2.033435687,2.194501793,2.309743149,2.219900069
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles, excepto prendas de vestir Baja California ",0.741067598,0.807832377,0.937694501,1.02792098,1.073922376,1.459235338,1.486510244,1.473737811,1.508810792,1.725337503,1.840281137,1.943074881,2.059369013,2.425340224,2.320692648,2.305349961
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles, excepto prendas de vestir Baja California Sur ",0.020220794,0.0165538,0.015411358,0.017328834,0.021490891,0.02237669,0.023886323,0.025216341,0.025755767,0.024942591,0.024737535,0.024938037,0.027201123,0.030018209,0.026734306,0.028470257
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles, excepto prendas de vestir Campeche ",0.042421516,0.054136512,0.045748479,0.063266784,0.06315966,0.052697752,0.034484036,0.036398754,0.038037867,0.046425914,0.039776817,0.043244446,0.039441752,0.033454319,0.0324256,0.034568232
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles, excepto prendas de vestir Coahuila de Zaragoza ",4.130011114,4.192491295,3.843624598,3.811425469,4.07881793,4.446390258,3.669807601,3.961519691,4.282746441,4.624582952,4.657134438,4.895828799,4.804952762,4.962708288,4.878936954,5.107019828
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles, excepto prendas de vestir Colima ",0.049751127,0.051443218,0.052099965,0.049227751,0.049059622,0.050974965,0.057619962,0.059632758,0.058618755,0.054781695,0.05296718,0.057774331,0.07187868,0.072973217,0.078796654,0.071114516
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles, excepto prendas de vestir Chiapas ",0.241986511,0.229599,0.219032785,0.225218591,0.252194867,0.266440715,0.248826399,0.277783842,0.251779099,0.235160003,0.204409743,0.211215415,0.218606517,0.268935489,0.264764908,0.257555089
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles, excepto prendas de vestir Chihuahua ",1.327775923,1.369421022,1.51140282,1.46170889,1.452754523,2.512237352,2.3783453,2.619668273,2.391824988,2.522733702,3.22286644,3.475712966,3.359799413,3.287762836,3.545141184,3.72009483
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles, excepto prendas de vestir Ciudad de M�xico ",6.814088519,7.899152587,7.848393638,7.563657026,7.113338661,5.828075715,6.117658099,6.748886035,6.691161095,5.940385831,5.761010353,5.288763808,5.078853405,5.141103113,4.18242345,3.968691226
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles, excepto prendas de vestir Durango ",0.289630119,0.332320894,0.434456669,0.348815641,0.253661143,0.230709366,0.20617225,0.244071409,0.251320398,0.292512108,0.333857818,0.321155094,0.318443067,0.312168578,0.318969771,0.338518299
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles, excepto prendas de vestir Guanajuato ",3.606227622,3.31826835,3.503309441,3.71102354,4.021516511,3.761744677,4.042273105,4.082742129,4.182032693,4.592233215,4.661256921,4.639866115,4.541941412,4.939424468,5.52075646,5.448662911
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles, excepto prendas de vestir Guerrero ",0.183545569,0.188288111,0.194531918,0.206854662,0.206589343,0.182605715,0.222838964,0.258959267,0.230109456,0.262186991,0.27884654,0.292759785,0.270863828,0.28383578,0.251611752,0.245694112
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles, excepto prendas de vestir Hidalgo ",11.79077104,10.41624602,10.50895257,12.62469599,13.27475092,13.92091828,13.22535322,12.90003144,14.22803139,14.64841421,12.63276743,13.02639977,13.64090267,13.49884327,13.73056273,14.1056602
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles, excepto prendas de vestir Jalisco ",4.783850195,4.746272851,4.478378765,4.630360842,4.092531383,3.454516659,3.329058879,3.227112187,3.149086717,3.494216032,3.572428201,3.82858048,3.822913832,4.0614245,3.753306504,3.798309795
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles, excepto prendas de vestir M�xico ",18.89557419,20.73709443,20.22686932,19.60868202,19.9288616,19.62444745,20.10252372,18.95025303,16.50379725,15.76032564,16.41823542,15.42959286,15.1860277,15.42706464,15.64358396,14.99249746
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles, excepto prendas de vestir Michoac�n de Ocampo ",1.081234892,1.047368853,0.979202578,1.063595742,1.077973506,1.100937052,1.409814398,1.307412128,1.483856433,1.487019717,1.540365887,1.485256333,1.411785229,1.556323472,1.469413651,1.485893616
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles, excepto prendas de vestir Morelos ",1.159402215,1.218393034,1.412389405,1.309360962,1.237015253,1.758692484,2.765918798,2.232314576,2.047913003,2.126373402,2.439660618,1.894172138,1.784704251,1.638993242,1.580638452,1.72199332
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles, excepto prendas de vestir Nayarit ",0.040072487,0.038507179,0.038441763,0.037249906,0.039019864,0.039516594,0.044378745,0.047891224,0.04718815,0.044419487,0.046755762,0.049229782,0.052240112,0.049909444,0.046348125,0.051656743
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles, excepto prendas de vestir Nuevo Le�n ",5.138473932,5.225480035,5.152140082,5.62718848,5.436184462,5.043747932,4.541105474,4.793341259,4.892522792,4.617482487,4.380880605,4.099192444,4.475111808,3.584211389,3.627293,3.448778954
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles, excepto prendas de vestir Oaxaca ",0.695640873,0.607426607,0.598742657,0.589371635,0.565321387,0.529934364,0.560443917,0.563123437,0.53308638,0.4975913,0.491147818,0.479818424,0.425367977,0.511634668,0.621344605,0.495547268
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles, excepto prendas de vestir Puebla ",17.00216058,17.39691167,17.36104523,16.29688098,15.70998803,15.45593917,16.80580827,16.61520258,17.64266085,17.53499734,16.09111916,16.09011602,15.88843141,14.83158984,15.42420674,15.39169477
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles, excepto prendas de vestir Quer�taro ",4.973818572,4.481035333,4.470052984,4.222414295,4.49623532,4.843528241,4.431958247,4.163606222,4.124262797,4.051797421,4.479754257,4.11469566,4.324074444,4.459118616,4.477629393,4.837383707
"Cuentas nacionales > Producto interno bruto por entidad federativa, base 2013 > Por actividad econ�mica y entidad federativa > Participaci�n porcentual en valores constantes > Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles, excepto prendas de vestir Quintana Roo ",0.080327246,0.081887835,0.07983585,0.091320099,0.096383045,0.091906444,0.092148759,0.104359868,0.102495826,0.091736858,0.095001736,0.097190341,0.096993835,0.103068804,0.105029086,0.114722128
